1699920000000,32645088.00000000,32645088.00000000,32645088.00000000,32645088.00000000,0.00000000,1699920059999,0.00000000,0,0.00000000,0.00000000,0
1699920060000,32724662.00000000,32727351.00000000,32724662.00000000,32727351.00000000,0.00057000,1699920119999,18653.51447000,2,0.00057000,18653.51447000,0
1699920120000,32647985.00000000,32647985.00000000,32647985.00000000,32647985.00000000,0.00199000,1699920179999,64969.49015000,1,0.00000000,0.00000000,0
1699920180000,32647985.00000000,32647985.00000000,32647985.00000000,32647985.00000000,0.00000000,1699920239999,0.00000000,0,0.00000000,0.00000000,0
1699920240000,32647985.00000000,32647985.00000000,32647985.00000000,32647985.00000000,0.00000000,1699920299999,0.00000000,0,0.00000000,0.00000000,0
1699920300000,32647985.00000000,32647985.00000000,32647985.00000000,32647985.00000000,0.00000000,1699920359999,0.00000000,0,0.00000000,0.00000000,0
1699920360000,32647985.00000000,32647985.00000000,32647985.00000000,32647985.00000000,0.00000000,1699920419999,0.00000000,0,0.00000000,0.00000000,0
1699920420000,32647985.00000000,32647985.00000000,32647985.00000000,32647985.00000000,0.00000000,1699920479999,0.00000000,0,0.00000000,0.00000000,0
1699920480000,32570706.00000000,32704295.00000000,32570706.00000000,32704295.00000000,0.00147000,1699920539999,48041.07340000,3,0.00122000,39898.39690000,0
1699920540000,32704295.00000000,32704295.00000000,32704295.00000000,32704295.00000000,0.00008000,1699920599999,2616.34360000,1,0.00008000,2616.34360000,0
1699920600000,32704295.00000000,32704295.00000000,32704295.00000000,32704295.00000000,0.00000000,1699920659999,0.00000000,0,0.00000000,0.00000000,0
1699920660000,32704295.00000000,32704295.00000000,32704295.00000000,32704295.00000000,0.00000000,1699920719999,0.00000000,0,0.00000000,0.00000000,0
1699920720000,32704295.00000000,32704295.00000000,32704295.00000000,32704295.00000000,0.00000000,1699920779999,0.00000000,0,0.00000000,0.00000000,0
1699920780000,32704295.00000000,32704295.00000000,32704295.00000000,32704295.00000000,0.00000000,1699920839999,0.00000000,0,0.00000000,0.00000000,0
1699920840000,32705374.00000000,32705374.00000000,32705374.00000000,32705374.00000000,0.00037000,1699920899999,12100.98838000,1,0.00037000,12100.98838000,0
1699920900000,32705374.00000000,32705374.00000000,32705374.00000000,32705374.00000000,0.00000000,1699920959999,0.00000000,0,0.00000000,0.00000000,0
1699920960000,32712780.00000000,32712780.00000000,32712780.00000000,32712780.00000000,0.00009000,1699921019999,2944.15020000,1,0.00009000,2944.15020000,0
1699921020000,32712780.00000000,32712780.00000000,32712780.00000000,32712780.00000000,0.00000000,1699921079999,0.00000000,0,0.00000000,0.00000000,0
1699921080000,32620362.00000000,32620363.00000000,32480032.00000000,32480032.00000000,0.01049000,1699921139999,342174.97288000,5,0.00000000,0.00000000,0
1699921140000,32606385.00000000,32606385.00000000,32606385.00000000,32606385.00000000,0.00045000,1699921199999,14672.87325000,1,0.00045000,14672.87325000,0
1699921200000,32606385.00000000,32606385.00000000,32606385.00000000,32606385.00000000,0.00000000,1699921259999,0.00000000,0,0.00000000,0.00000000,0
1699921260000,32606385.00000000,32606385.00000000,32606385.00000000,32606385.00000000,0.00000000,1699921319999,0.00000000,0,0.00000000,0.00000000,0
1699921320000,32606385.00000000,32606385.00000000,32606385.00000000,32606385.00000000,0.00000000,1699921379999,0.00000000,0,0.00000000,0.00000000,0
1699921380000,32606385.00000000,32606385.00000000,32606385.00000000,32606385.00000000,0.00000000,1699921439999,0.00000000,0,0.00000000,0.00000000,0
1699921440000,32606385.00000000,32606385.00000000,32606385.00000000,32606385.00000000,0.00000000,1699921499999,0.00000000,0,0.00000000,0.00000000,0
1699921500000,32644640.00000000,32644640.00000000,32579872.00000000,32579872.00000000,0.00158000,1699921559999,51549.38560000,2,0.00113000,36888.44320000,0
1699921560000,32677535.00000000,32678077.00000000,32676964.00000000,32678077.00000000,0.00052000,1699921619999,16992.18484000,3,0.00052000,16992.18484000,0
1699921620000,32678077.00000000,32678077.00000000,32678077.00000000,32678077.00000000,0.00000000,1699921679999,0.00000000,0,0.00000000,0.00000000,0
1699921680000,32678077.00000000,32678077.00000000,32678077.00000000,32678077.00000000,0.00000000,1699921739999,0.00000000,0,0.00000000,0.00000000,0
1699921740000,32734388.00000000,32734388.00000000,32734388.00000000,32734388.00000000,0.00051000,1699921799999,16694.53788000,1,0.00051000,16694.53788000,0
1699921800000,32734388.00000000,32734388.00000000,32734388.00000000,32734388.00000000,0.00000000,1699921859999,0.00000000,0,0.00000000,0.00000000,0
1699921860000,32734388.00000000,32734388.00000000,32734388.00000000,32734388.00000000,0.00000000,1699921919999,0.00000000,0,0.00000000,0.00000000,0
1699921920000,32734388.00000000,32734388.00000000,32734388.00000000,32734388.00000000,0.00000000,1699921979999,0.00000000,0,0.00000000,0.00000000,0
1699921980000,32734388.00000000,32734388.00000000,32734388.00000000,32734388.00000000,0.00000000,1699922039999,0.00000000,0,0.00000000,0.00000000,0
1699922040000,32712564.00000000,32746879.00000000,32712564.00000000,32746879.00000000,0.01748000,1699922099999,572159.85034000,7,0.01748000,572159.85034000,0
1699922100000,32751608.00000000,32751608.00000000,32751608.00000000,32751608.00000000,0.00065000,1699922159999,21288.54520000,1,0.00065000,21288.54520000,0
1699922160000,32751608.00000000,32751608.00000000,32751608.00000000,32751608.00000000,0.00000000,1699922219999,0.00000000,0,0.00000000,0.00000000,0
1699922220000,32751606.00000000,32751606.00000000,32751606.00000000,32751606.00000000,0.00030000,1699922279999,9825.48180000,1,0.00030000,9825.48180000,0
