Open Time,Open_BTCARS,High_BTCARS,Low_BTCARS,Close_BTCARS,Volume_BTCARS,Open_BTCUSDT,High_BTCUSDT,Low_BTCUSDT,Close_BTCUSDT,Volume_BTCUSDT,Open_USDCHF,High_USDCHF,Low_USDCHF,Close_USDCHF,Volume_USDCHF
2023-08-10 00:00:00,17656768.0,17656768.0,17584178.0,17584178.0,0.01397,29581.99,29587.39,29581.99,29584.61,13.90021,,,,,,,
2023-08-10 00:01:00,17648813.0,17648813.0,17648813.0,17648813.0,0.00113,29584.61,29584.61,29574.67,29576.33,12.35114,,,,,,8.856740199014723e-05,
2023-08-10 00:02:00,17648813.0,17648813.0,17648813.0,17648813.0,0.0,29576.33,29576.33,29576.32,29576.32,2.12548,,,,,,-0.000279875245947081,
2023-08-10 00:03:00,17594581.0,17594581.0,17594581.0,17594581.0,0.00198,29576.32,29576.33,29573.02,29573.03,6.84607,,,,,,-3.381082102071886e-07,
2023-08-10 00:04:00,17594581.0,17594581.0,17594581.0,17594581.0,0.0,29573.02,29576.0,29570.01,29575.99,8.81737,,,,,,-0.00011157574708409168,
2023-08-10 00:05:00,17594581.0,17594581.0,17594581.0,17594581.0,0.0,29575.99,29576.0,29575.99,29575.99,3.25604,0.87608,0.87608,0.87607,0.87607,3.0,0.00010042937785859074,
2023-08-10 00:06:00,17594581.0,17594581.0,17594581.0,17594581.0,0.0,29576.0,29582.41,29575.99,29582.41,15.40189,0.87607,0.87616,0.87604,0.87604,9.0,3.3811209698697553e-07,-1.1414482695593087e-05
2023-08-10 00:07:00,17594581.0,17594581.0,17594581.0,17594581.0,0.0,29582.4,29590.0,29582.4,29590.0,9.91606,0.876,0.87605,0.876,0.87605,3.0,0.0002163916689208456,-7.990229091281442e-05
2023-08-10 00:08:00,17594581.0,17594581.0,17594581.0,17594581.0,0.0,29589.99,29590.0,29589.99,29590.0,3.04908,0.876,0.87602,0.87597,0.876,4.0,0.00025657147493096666,0.0
2023-08-10 00:09:00,17617052.0,17617052.0,17617052.0,17617052.0,0.0006,29590.0,29594.29,29589.99,29594.29,3.501,0.87604,0.87606,0.87604,0.87606,3.0,3.379521249513573e-07,4.5662100456755894e-05
2023-08-10 00:10:00,17656840.0,17656840.0,17656840.0,17656840.0,0.00067,29594.28,29596.01,29594.28,29596.0,4.49392,0.87606,0.87682,0.87606,0.87681,18.0,0.00014464346062847966,2.283000776204247e-05
2023-08-10 00:11:00,17597198.0,17597198.0,17597198.0,17597198.0,0.00067,29596.0,29601.31,29596.0,29601.31,6.64651,0.87681,0.87681,0.87681,0.87681,12.0,5.8119339277684645e-05,0.0008561057461817789
2023-08-10 00:12:00,17597198.0,17597198.0,17597198.0,17597198.0,0.0,29601.3,29612.91,29600.63,29600.63,36.7368,0.87681,0.87681,0.87681,0.87681,10.0,0.00017907825381802134,0.0
2023-08-10 00:13:00,17610463.0,17611309.0,17610463.0,17611309.0,0.0134,29600.63,29600.64,29598.0,29598.0,6.8508,0.87681,0.87681,0.87681,0.87681,6.0,-2.2634141068067493e-05,0.0
2023-08-10 00:14:00,17611309.0,17611309.0,17611309.0,17611309.0,0.0,29598.01,29598.01,29592.34,29592.34,6.41686,0.8767,0.8767,0.87669,0.87669,8.0,-8.851162965117787e-05,-0.00012545477355407897
2023-08-10 00:15:00,17611309.0,17611309.0,17611309.0,17611309.0,0.0,29592.35,29594.0,29590.0,29593.47,13.44433,0.87669,0.87669,0.87669,0.87669,9.0,-0.00019122907249502497,-1.1406410402758915e-05
2023-08-10 00:16:00,17611309.0,17611309.0,17611309.0,17611309.0,0.0,29593.47,29593.48,29593.47,29593.48,3.49867,0.87669,0.87682,0.87669,0.87682,13.0,3.784761940162085e-05,0.0
2023-08-10 00:17:00,17651803.0,17651803.0,17651803.0,17651803.0,0.00952,29593.48,29593.48,29593.47,29593.47,1.10513,0.87682,0.87682,0.87681,0.87681,8.0,3.379123840741016e-07,0.00014828502663433163
2023-08-10 00:18:00,17651803.0,17651803.0,17651803.0,17651803.0,0.0,29593.48,29597.5,29593.47,29597.49,7.56476,0.87681,0.87681,0.87681,0.87681,12.0,0.0,-1.1404849342033785e-05
2023-08-10 00:19:00,17600002.0,17600002.0,17600002.0,17600002.0,0.00385,29597.5,29614.0,29597.49,29613.94,37.79241,0.87681,0.87681,0.87681,0.87681,11.0,0.0001358407324856259,0.0
2023-08-10 00:20:00,17600002.0,17600002.0,17600002.0,17600002.0,0.0,29613.94,29617.26,29613.94,29617.26,5.81029,0.87681,0.87682,0.87681,0.87682,7.0,0.0005554523186079852,0.0
2023-08-10 00:21:00,17653019.0,17653019.0,17600000.0,17600000.0,0.01711,29617.26,29617.26,29617.25,29617.26,7.66909,0.87682,0.87682,0.87681,0.87681,8.0,0.0001121093647113991,1.1404979413986993e-05
2023-08-10 00:22:00,17600000.0,17600000.0,17600000.0,17600000.0,0.0,29617.26,29629.47,29617.25,29629.47,21.48987,0.87681,0.87681,0.87681,0.87681,7.0,0.0,-1.1404849342033785e-05
2023-08-10 00:23:00,17600000.0,17600000.0,17600000.0,17600000.0,0.0,29629.46,29629.47,29620.6,29620.6,15.63182,0.87681,0.87682,0.87681,0.87682,13.0,0.00041192196712325213,0.0
2023-08-10 00:24:00,17600000.0,17600000.0,17600000.0,17600000.0,0.0,29620.61,29620.61,29618.0,29618.01,4.25516,0.87681,0.87682,0.87681,0.87681,15.0,-0.00029868920999565063,0.0
2023-08-10 00:25:00,17600000.0,17600000.0,17600000.0,17600000.0,0.0,29618.0,29622.09,29618.0,29622.09,7.10364,0.87681,0.87682,0.87681,0.87681,13.0,-8.811432310140699e-05,0.0
2023-08-10 00:26:00,17600000.0,17600000.0,17600000.0,17600000.0,0.0,29622.08,29624.66,29622.08,29624.66,3.94004,0.87681,0.87681,0.87681,0.87681,7.0,0.00013775406847194027,0.0
2023-08-10 00:27:00,17646336.0,17646434.0,17646336.0,17646434.0,0.01266,29624.65,29624.66,29622.07,29623.99,12.06409,0.87681,0.87681,0.8768,0.8768,6.0,8.675960634763058e-05,0.0
2023-08-10 00:28:00,17644832.0,17644832.0,17644832.0,17644832.0,0.00086,29623.99,29624.0,29623.99,29623.99,9.23738,0.8767,0.87675,0.8767,0.87675,8.0,-2.2278744221448932e-05,-0.00012545477355407897
