1690848000000,15753087.00000000,15753087.00000000,15753087.00000000,15753087.00000000,0.00115000,1690848059999,18116.05005000,1,0.00115000,18116.05005000,0
1690848060000,15753087.00000000,15753087.00000000,15753087.00000000,15753087.00000000,0.00000000,1690848119999,0.00000000,0,0.00000000,0.00000000,0
1690848120000,15746021.00000000,15746021.00000000,15746021.00000000,15746021.00000000,0.00042000,1690848179999,6613.32882000,1,0.00042000,6613.32882000,0
1690848180000,15746233.00000000,15746233.00000000,15746233.00000000,15746233.00000000,0.00051000,1690848239999,8030.57883000,1,0.00051000,8030.57883000,0
1690848240000,15746233.00000000,15746233.00000000,15746233.00000000,15746233.00000000,0.00000000,1690848299999,0.00000000,0,0.00000000,0.00000000,0
1690848300000,15746233.00000000,15746233.00000000,15746233.00000000,15746233.00000000,0.00000000,1690848359999,0.00000000,0,0.00000000,0.00000000,0
1690848360000,15746233.00000000,15746233.00000000,15746233.00000000,15746233.00000000,0.00000000,1690848419999,0.00000000,0,0.00000000,0.00000000,0
1690848420000,15738790.00000000,15747349.00000000,15738790.00000000,15747349.00000000,0.00038000,1690848479999,5982.36641000,2,0.00038000,5982.36641000,0
1690848480000,15747349.00000000,15747349.00000000,15747349.00000000,15747349.00000000,0.00000000,1690848539999,0.00000000,0,0.00000000,0.00000000,0
1690848540000,15747349.00000000,15747349.00000000,15747349.00000000,15747349.00000000,0.00000000,1690848599999,0.00000000,0,0.00000000,0.00000000,0
1690848600000,15747349.00000000,15747349.00000000,15747349.00000000,15747349.00000000,0.00000000,1690848659999,0.00000000,0,0.00000000,0.00000000,0
1690848660000,15747349.00000000,15747349.00000000,15747349.00000000,15747349.00000000,0.00000000,1690848719999,0.00000000,0,0.00000000,0.00000000,0
1690848720000,15747349.00000000,15747349.00000000,15747349.00000000,15747349.00000000,0.00000000,1690848779999,0.00000000,0,0.00000000,0.00000000,0
1690848780000,15720995.00000000,15720995.00000000,15720995.00000000,15720995.00000000,0.00077000,1690848839999,12105.16615000,1,0.00000000,0.00000000,0
1690848840000,15724500.00000000,15724500.00000000,15690354.00000000,15690354.00000000,0.00123000,1690848899999,19331.57412000,2,0.00000000,0.00000000,0
1690848900000,15740108.00000000,15747851.00000000,15740108.00000000,15747851.00000000,0.00952000,1690848959999,149865.86603000,4,0.00952000,149865.86603000,0
1690848960000,15717146.00000000,15747221.00000000,15717146.00000000,15747221.00000000,0.00462000,1690849019999,72621.33477000,2,0.00027000,4251.74967000,0
1690849020000,15747221.00000000,15747221.00000000,15747221.00000000,15747221.00000000,0.00000000,1690849079999,0.00000000,0,0.00000000,0.00000000,0
1690849080000,15747221.00000000,15747221.00000000,15747221.00000000,15747221.00000000,0.00000000,1690849139999,0.00000000,0,0.00000000,0.00000000,0
1690849140000,15749439.00000000,15749439.00000000,15749439.00000000,15749439.00000000,0.00095000,1690849199999,14961.96705000,1,0.00095000,14961.96705000,0
1690849200000,15749439.00000000,15749439.00000000,15749439.00000000,15749439.00000000,0.00000000,1690849259999,0.00000000,0,0.00000000,0.00000000,0
1690849260000,15749439.00000000,15749439.00000000,15749439.00000000,15749439.00000000,0.00000000,1690849319999,0.00000000,0,0.00000000,0.00000000,0
1690849320000,15749439.00000000,15749439.00000000,15749439.00000000,15749439.00000000,0.00000000,1690849379999,0.00000000,0,0.00000000,0.00000000,0
1690849380000,15755913.00000000,15755913.00000000,15755913.00000000,15755913.00000000,0.00100000,1690849439999,15755.91300000,1,0.00100000,15755.91300000,0
1690849440000,15755913.00000000,15755913.00000000,15755913.00000000,15755913.00000000,0.00000000,1690849499999,0.00000000,0,0.00000000,0.00000000,0
1690849500000,15754279.00000000,15754279.00000000,15754279.00000000,15754279.00000000,0.00016000,1690849559999,2520.68464000,1,0.00016000,2520.68464000,0
1690849560000,15754027.00000000,15754027.00000000,15754027.00000000,15754027.00000000,0.00034000,1690849619999,5356.36918000,1,0.00034000,5356.36918000,0
1690849620000,15729087.00000000,15729087.00000000,15729087.00000000,15729087.00000000,0.00190000,1690849679999,29885.26530000,1,0.00000000,0.00000000,0
1690849680000,15729087.00000000,15729087.00000000,15729087.00000000,15729087.00000000,0.00000000,1690849739999,0.00000000,0,0.00000000,0.00000000,0
1690849740000,15729087.00000000,15729087.00000000,15729087.00000000,15729087.00000000,0.00000000,1690849799999,0.00000000,0,0.00000000,0.00000000,0
1690849800000,15729087.00000000,15729087.00000000,15729087.00000000,15729087.00000000,0.00000000,1690849859999,0.00000000,0,0.00000000,0.00000000,0
1690849860000,15729087.00000000,15729087.00000000,15729087.00000000,15729087.00000000,0.00000000,1690849919999,0.00000000,0,0.00000000,0.00000000,0
1690849920000,15769031.00000000,15769031.00000000,15768324.00000000,15768324.00000000,0.00158000,1690849979999,24914.62357000,2,0.00158000,24914.62357000,0
1690849980000,15767615.00000000,15767615.00000000,15767615.00000000,15767615.00000000,0.00282000,1690850039999,44464.67430000,1,0.00282000,44464.67430000,0
1690850040000,15744609.00000000,15766042.00000000,15744609.00000000,15766042.00000000,0.00411000,1690850099999,64754.06631000,2,0.00204000,32162.72568000,0
1690850100000,15766042.00000000,15766042.00000000,15766042.00000000,15766042.00000000,0.00000000,1690850159999,0.00000000,0,0.00000000,0.00000000,0
1690850160000,15766042.00000000,15766042.00000000,15766042.00000000,15766042.00000000,0.00000000,1690850219999,0.00000000,0,0.00000000,0.00000000,0
1690850220000,15766042.00000000,15771142.00000000,15766042.00000000,15771142.00000000,0.00219000,1690850279999,34535.99528000,3,0.00219000,34535.99528000,0
